ANNEES;CODDEP;POP_IMMIGRES;TAUX_IMMIGRATION;PART_FRANCAIS;PART_ETRANGER;PART_HOMMES;PART_FEMMES;PART_0_14;PART_15_29;PART_30_44;PART_45_59;PART_60_74;PART_75_PLUS;PART_HOMMES_15_29;PART_FEMMES_15_29;PART_CS1_AGRICULTEURS;PART_CS2_ARTISANS_COMMERCANTS;PART_CS3_CADRES_PROF_SUP;PART_CS4_PROF_INTERMEDIAIRES;PART_CS5_EMPLOYES;PART_CS6_OUVRIERS;PART_CS7_RETRAITES;PART_CS8_AUTRES;POP_TOTALE;taux_crime_cheques;taux_crime_plaintes;taux_crime_vols_vehicules;taux_crime_stupefiants;taux_crime_vols_victime;taux_crime_violences;taux_crime_autres;taux_crime_infractions_pub;Taux_chomage;MEDIANE;RAPPORT_INTERDECILE
2006;43;6730,149343;0,030662838;0,97707225;0,02292775;0,490649437;0,509350563;0,178015638;0,153479876;0,2039474;0,209904442;0,150874164;0,10377848;0,0798479;0,073631976;0,028400124;0,034945319;0,033554568;0,095319467;0,121715863;0,13444533;0,257822677;0,116273536;219488,7924;143,0596964;566,7715359;534,4236428;173,585173;641,9462171;226,890856;329,8573891;441,9360047;0,07075;15143;4,2
2006;44;39262,06606;0,031814626;0,97939843;0,02060157;0,484926955;0,515073045;0,193377583;0,197365809;0,211231757;0,200915722;0,120644106;0,076465022;0,100151611;0,097214198;0,008179827;0,024889886;0,067506973;0,118262445;0,13530934;0,11642782;0,198196976;0,137694196;1234088,576;118,3059326;1068,39981;1575,818817;210,6817979;1475,339805;352,2437597;472,0892901;757,5631262;0,078;17190;4,2
2006;45;51919,98649;0,080455676;0,940946077;0,059053923;0,488741106;0,511258894;0,189040565;0,189620956;0,206719141;0,203123;0,127360104;0,084136235;0,096769497;0,092851459;0,00681952;0,022341441;0,06141767;0,116568123;0,134680581;0,132639312;0,210198474;0,125674758;645324,0948;165,0333543;938,9080694;1241,5467;262,0388753;1144,8511;519,1190019;594,5849583;870,1054316;0,07175;17785;4,6
2006;46;10464,83694;0,061727327;0,957229499;0,042770501;0,484670408;0,515329592;0,153069349;0,13512888;0,188134178;0,219099104;0,176667468;0,127901021;0,069533971;0,06559491;0,0307902;0,040328757;0,041281556;0,089502497;0,127462462;0,103049284;0,300615083;0,114474128;169533,2904;80,22023265;375,7374132;403,4605819;195,8317444;555,0532274;233,5824421;265,4345933;445,9301168;0,078;15544;4,7
2006;47;26378,77743;0,081849804;0,948970618;0,051029382;0,48217235;0,51782765;0,163680359;0,154608632;0,191885932;0,211259971;0,161557341;0,117007764;0,078741094;0,075867539;0,022971953;0,033083334;0,035625829;0,090902945;0,128543568;0,123104098;0,274671238;0,12778225;322282,7182;119,4603304;734,1380304;854,218934;188,9645226;937,9963085;276,4653361;404,9239771;637,6389064;0,087;15123;5
2006;48;3318,193137;0,043202524;0,966630854;0,033369146;0,501331065;0,498668935;0,159899079;0,159645126;0,200623653;0,214294904;0,154426476;0,111110762;0,083777663;0,075867462;0,047308584;0,036003778;0,03329658;0,097693815;0,131204604;0,096638997;0,260848612;0,137889122;76805,5385;91,13926075;369,7650008;509,0778708;178,3725532;542,9295962;243,4720251;255,1899301;279,9277294;0,05125;15273;4,5
2006;49;21828,37795;0,028472248;0,980858055;0,019141945;0,486032682;0,513967318;0,195521459;0,198919269;0,202358311;0,195637456;0,1231696;0,084393905;0,099827478;0,09909179;0,015361211;0,024352439;0,048586401;0,104305932;0,12828146;0,144410893;0,211668906;0,127688132;766654,5255;123,0019479;781,5775947;814,4476804;175,0462503;925,710312;262,9606861;356,0925957;567,7916004;0,07675;15822;4,1
2006;50;8501,992404;0,017260653;0,987433066;0,012566934;0,48718659;0,512813411;0,180813171;0,163773405;0,197635658;0,206406801;0,148394541;0,102976425;0,08442727;0,079346135;0,024046753;0,02864316;0,033754937;0,091613561;0,133350092;0,129498904;0,257423013;0,121184975;492564,9481;72,88378952;831,5654648;454,9653825;236,3140139;746,9065783;266,5638318;544,4967228;343,7110185;0,07625;15384;4,2
2006;51;27881,74298;0,049274924;0,965244311;0,034755689;0,485824775;0,514175225;0,1814094;0,210340994;0,205919244;0,206201915;0,119642977;0,076485469;0,106774724;0,103566271;0,02016763;0,021574879;0,053382094;0,105901089;0,139478243;0,133127566;0,193143001;0,151684116;565840,4101;208,8928219;1392,088628;1306,375414;311,7486783;1063,727491;518,6974892;609,5358229;937,1900461;0,08125;17195;5
2006;52;6638,065934;0,035373887;0,97617284;0,02382716;0,489729971;0,510270029;0,172550248;0,170066969;0,197949892;0,214065673;0,146587423;0,098779795;0,089560263;0,080506705;0,016592597;0,020946566;0,032554275;0,084140414;0,135335514;0,156079449;0,243329746;0,137662796;187654,4096;125,230204;960,2758622;831,8482913;306,4143289;786,0193655;447,6313675;500,3879215;618,1576027;0,08725;15172;4,3
